МАТЕМАТИЧЕСКИЕ И ЕСТЕСТВЕННЫЕ НАУКИ;;
35.02.11;Промышленное рыболовство;Техник Старший техник
35.02.12;Садово-парковое и ландшафтное строительство;Техник
35.02.13;Пчеловодство;Техник-пчеловод
35.02.14;Охотоведение и звероводство;Охотовед
35.02.15;Кинология;Кинолог
36.00.00;ВЕТЕРИНАРИЯ И ЗООТЕХНИЯ;
36.02.01;Ветеринария;Ветеринарный фельдшер Старший ветеринарный фельдшер
36.02.02;Зоотехния;Зоотехник Старший зоотехник
НАУКИ ОБ ОБЩЕСТВЕ;;
38.00.00;ЭКОНОМИКА И УПРАВЛЕНИЕ;
38.02.01;Экономика и бухгалтерский учет (по отраслям);Бухгалтер Бухгалтер, специалист по налогообложению
38.02.02;Страховое дело (по отраслям);Специалист страхового дела
38.02.03;Операционная деятельность в логистике;Операционный логист
38.02.04;Коммерция (по отраслям);Менеджер по продажам
38.02.05;Товароведение и экспертиза качества потребительских товаров;Товаровед-эксперт
38.02.06;Финансы;Финансист
38.02.07;Банковское дело;Специалист банковского дела
39.00.00;СОЦИОЛОГИЯ И СОЦИАЛЬНАЯ РАБОТА;
39.02.01;Социальная работа;Специалист по социальной работе
39.02.02;Организация сурдокоммуникации;Сурдопереводчик
40.00.00;ЮРИСПРУДЕНЦИЯ;
40.02.01;Право и организация социального обеспечения;Юрист
40.02.02;Правоохранительная деятельность;Юрист
40.02.03;Право и судебное администрирование;Специалист по судебному администрированию
42.00.00;СРЕДСТВА МАССОВОЙ ИНФОРМАЦИИ И ИНФОРМАЦИОННО-БИБЛИОТЕЧНОЕ ДЕЛО;
42.02.01;Реклама;Специалист по рекламе
42.02.02;Издательское дело;Специалист издательского дела Редактор
43.00.00;СЕРВИС И ТУРИЗМ;
43.02.01;Организация обслуживания в общественном питании;Менеджер
43.02.02;Парикмахерское искусство;Технолог Модельер-художник
43.02.03;Стилистика и искусство визажа;Визажист-стилист
43.02.04;Прикладная эстетика;Технолог-эстетист
43.02.05;Флористика;Флорист
43.02.06;Сервис на транспорте (по видам транспорта);Специалист по сервису на транспорте
43.02.07;Сервис по химической обработке изделий;Технолог
43.02.08;Сервис домашнего и коммунального хозяйства;Специалист по домашнему и коммунальному хозяйству
43.02.09;Ритуальный сервис;Специалист по ритуальному сервису
43.02.10;Туризм;Специалист по туризму
43.02.11;Гостиничный сервис;Менеджер
ОБРАЗОВАНИЕ И ПЕДАГОГИЧЕСКИЕ НАУКИ;;
44.00.00;ОБРАЗОВАНИЕ И ПЕДАГОГИЧЕСКИЕ НАУКИ;
44.02.01;Дошкольное образование;Воспитатель детей дошкольного возраста
44.02.02;Преподавание в начальных классах;Учитель начальных классов
44.02.03;Педагогика дополнительного образования;Педагог дополнительного образования (с указанием области деятельности)
44.02.04;Специальное дошкольное образование;Воспитатель детей дошкольного возраста с отклонениями в развитии и с сохранным развитием
44.02.05;Коррекционная педагогика в начальном образовании;Учитель начальных классов и начальных классов компенсирующего и коррекционно-развивающего образования
44.02.06;Профессиональное обучение (по отраслям);Мастер производственного обучения (техник, технолог, конструктор-модельер, дизайнер и др.)
ГУМАНИТАРНЫЕ НАУКИ;;
46.00.00;ИСТОРИЯ И АРХЕОЛОГИЯ;
46.02.01;Документационное обеспечение управления и архивоведение;Специалист по документационному обеспечению управления, архивист
49.00.00;ФИЗИЧЕСКАЯ КУЛЬТУРА И СПОРТ;
49.02.01;Физическая культура;Педагог по физической культуре и спорту / Учитель физической культуры
49.02.02;Адаптивная физическая культура;Педагог по адаптивной физической культуре и спорту / Учитель адаптивной физической культуры
ИСКУССТВО И КУЛЬТУРА;;
50.00.00;ИСКУССТВОЗНАНИЕ;
50.02.01;Мировая художественная культура;Специалист в области мировой художественной культуры, преподаватель Специалист в области мировой художественной культуры, преподаватель, экскурсовод
51.00.00;КУЛЬТУРОВЕДЕНИЕ И СОЦИОКУЛЬТУРНЫЕ ПРОЕКТЫ;
51.02.01;Народное художественное творчество (по видам);Руководитель любительского творческого коллектива, преподаватель
51.02.02;Социально-культурная деятельность (по видам);Организатор социально-культурной деятельности Менеджер социально-культурной деятельности
51.02.03;Библиотековедение;Библиотекарь Библиотекарь, специалист по информационным ресурсам
52.00.00;СЦЕНИЧЕСКИЕ ИСКУССТВА И ЛИТЕРАТУРНОЕ ТВОРЧЕСТВО;
52.02.01;Искусство балета;Артист балета Артист балета, преподаватель
52.02.02;Искусство танца (по видам);Артист балета, ансамбля песни и танца, танцевального коллектива, преподаватель
52.02.03;Цирковое искусство;Артист цирка, преподаватель
52.02.04;Актерское искусство;Актер, преподаватель
52.02.05;Искусство эстрады;Артист эстрады, преподаватель
53.00.00;МУЗЫКАЛЬНОЕ ИСКУССТВО;
53.02.01;Музыкальное образование;Учитель музыки, музыкальный руководитель
53.02.02;Музыкальное искусство эстрады (по видам);Артист, преподаватель, руководитель эстрадного коллектива
53.02.03;Инструментальное исполнительство (по видам инструментов);Артист, преподаватель, концертмейстер) / Артист-инструменталист (концертмейстер), преподаватель
53.02.04;Вокальное искусство;Артист-вокалист, преподаватель
53.02.05;Сольное и хоровое народное пение;Артист-вокалист, преподаватель, руководитель народного коллектива
53.02.06;Хоровое дирижирование;Дирижер хора, преподаватель / Хормейстер, преподаватель
53.02.07;Теория музыки;Преподаватель, организатор музыкально-просветительской деятельности
53.02.08;Музыкальное звукооператорское мастерство;Специалист звукооператорского мастерства
53.02.09;Театрально-декорационное искусство (по видам);Художник-технолог Специалист по театрально-декорационному искусству
54.00.00;ИЗОБРАЗИТЕЛЬНОЕ И ПРИКЛАДНЫЕ ВИДЫ ИСКУССТВ;
54.02.01;Дизайн (по отраслям);Дизайнер Дизайнер, преподаватель
54.02.02;Декоративно-прикладное искусство и народные промыслы (по видам);Художник народных художественных промыслов Художник-мастер, преподаватель
54.02.03;Художественное оформление изделий текстильной и легкой промышленности;Художник-технолог
54.02.04;Реставрация;Художник-реставратор
54.02.05;Живопись (по видам);Художник-живописец, преподаватель
54.02.06;Изобразительное искусство и черчение;Учитель изобразительного искусства и черчения
54.02.07;Скульптура;Художник-скульптор, преподаватель
54.02.08;Техника и искусство фотографии;Фототехник Фотохудожник
55.00.00;ЭКРАННЫЕ ИСКУССТВА;
55.02.01;Театральная и аудиовизуальная техника (по видам);Техник Специалист
55.02.02;Анимация (по видам);Художник-мультипликатор Художник-декоратор
ОБОРОНА И БЕЗОПАСНОСТЬ ГОСУДАРСТВА. ВОЕННЫЕ НАУКИ;;
57.00.00;ОБЕСПЕЧЕНИЕ ГОСУДАРСТВЕННОЙ БЕЗОПАСНОСТИ;
57.02.01;Пограничная деятельность (по видам деятельности);Специалист пограничной службы
